bank_name,branch_name,location,review,rating,date,sentiment_label,dominant_topic
CIH Bank,"CIH Bank - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","My experience with them was pretty smooth, I didn't face any problems, and the staff were great",5,2024-07-08T12:56:33.805922Z,positive,Problèmes de communication (appels non répondus)
CIH Bank,"CIH Bank - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant",Very poor customer service with a lack of appointment organization . •ـ•,1,2024-10-24T10:28:03.648248Z,negative,Service client négatif
CIH Bank,"CIH Bank - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","I am now near your administration to create a new account, and the person how execute this task is not available until 11 am. What explains this situation",1,2021-01-13T09:36:55.294616Z,positive,Ouverture de compte en agence
CIH Bank,"CIH Bank - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant",كتسناا برا بحال شي سعاي,1,2025-02-04T15:46:07.450387Z,neutral,Temps d'attente et expérience générale
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",Some foreogn cards may not be accepted by ATM,3,2020-04-10T21:28:40.635957Z,negative,Opérations bancaires et accès aux services
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",Attijariwafa Bank....Bab Targhont,3,2016-09-17T18:30:26.911Z,neutral,Temps d'attente et expérience générale
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",bad,1,2024-08-15T21:05:47.579897Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",bad,2,2021-10-14T10:42:16.442140Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",bad,1,2020-08-26T14:21:22.294252Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant",Verry good service,5,2019-10-30T15:05:51.152086Z,positive,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant","The employees are extremely reckless. Some employees talk to their friends on the phone and leave customers waiting
Is this a bank or a private store!!
I am seriously thinking about opening an account in another bank",1,2024-07-15T16:22:36.702158Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant","The world's champion bad cashier is the one from this agency, everyone knows him with his rudeness.
This guy is an example of people who had social psychological problems in their childhood.
My message is addressed to the bank's work doctor, he must consult Darori",1,2021-12-14T13:47:02.601083Z,negative,Temps d'attente et expérience générale
Attijariwafa Bank,"Attijariwafa Bank - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant","Thieves. To flee.  After changing euros at the machine on the advice of the security guard, I ended up losing 160 dirhams. These crooks had forgotten to specify that there was an additional commission for the machine.",1,2019-07-31T23:02:00.001607Z,negative,Opérations bancaires et accès aux services
Attijariwafa Bank,"Attijariwafa Bank - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant","Salam
With several Apple phones you may have to pick up the phone one day.
# your customers thank you",1,2023-07-06T13:49:51.938966Z,positive,Problèmes de communication (appels non répondus)
Attijariwafa Bank,"Attijariwafa Bank - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",Temporary Location Pending Renovation of the Old Headquarters,4,2016-09-06T13:15:40.571Z,neutral,Ouverture de compte en agence
Attijariwafa Bank,"Attijariwafa Bank - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",g,5,2023-06-10T22:19:33.451945Z,neutral,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",😘😘,5,2022-07-14T10:19:50.870489Z,neutral,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",bad,1,2024-08-15T21:10:49.719289Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",good,5,2020-05-15T12:56:55.087117Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant","The ATMs there are in number 2 ATMs in poor condition so that sometimes they cannot withdraw the money. There are a lot of customers waiting inside, a lot of waiting time. Bad staff in this branch, the other branch of the Banque Populaire located in the Mhaita district and much better.",1,2020-05-10T12:39:37.337352Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant",It worked for me with some fees,2,2023-04-22T12:33:57.961783Z,neutral,Ouverture de compte en agence
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant",good,5,2022-06-09T18:39:11.853792Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant",good,5,2021-09-20T06:22:29.887139Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant",bad,1,2018-12-05T17:47:01.423381109Z,negative,Service client négatif
Bank Of,"Bank Of - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant",Convenient for withdrawal. Make sure you walk away quickly with your money because 200 men that earn less than $5 US a month just saw you withdraw more money than they would make in 3 years.,3,2017-03-26T23:14:43.597Z,positive,Ouverture de compte en agence
Bank Of,"Bank Of - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant",A bank 🏦🏧,5,2022-11-29T14:46:34.188853Z,neutral,Opérations bancaires et accès aux services
Bank Of,"Bank Of - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant","ATM goes down while cashing. The WINDOWS XP startup screen appears and restarts. I was lucky that my credit card came out. Of course the money won't come out, but the credit card company will charge you. Such a bank terminal",1,2017-08-30T23:48:20.752Z,positive,Opérations bancaires et accès aux services
Bank Of,"Bank Of - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant","I regret the state of services lately. For example, I requested a loan for consumption from 12/15/2017 to 01/08/2018 and I did not receive it. And I am not the only one, after we used to benefit from it after 72 hours at most previously.",5,2018-01-09T23:59:34.728Z,neutral,Temps d'attente et expérience générale
Bank Of,"Bank Of - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant","Complete anarchy, lousy service, counter often out of service, late responses to complaints",1,2023-10-12T13:43:18.453448Z,negative,Service client négatif
Crédit Du,"Crédit Du - F48G+4FG, Taroudant","F48G+4FG, Taroudant",Great establishment,5,2024-04-24T15:00:40.284481Z,positive,Temps d'attente et expérience générale
CIH Bank,"CIH Bank - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant",I love it 😍,5,2023-07-14T14:56:01.541524Z,positive,Avis positifs et satisfaction client
CIH Bank,"CIH Bank - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant",Great job,4,2022-06-23T20:17:54.980619Z,positive,Temps d'attente et expérience générale
CIH Bank,"CIH Bank - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant","Great cashier, no pressure",5,2023-09-09T22:29:17.215881Z,positive,Temps d'attente et expérience générale
CIH Bank,"CIH Bank - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant",The service is very poor,1,2021-09-18T07:53:04.342562Z,negative,Service client négatif
CIH Bank,"CIH Bank - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant",What's wrong with your family?,5,2021-10-22T14:47:12.886760Z,negative,Opérations bancaires et accès aux services
Crédit Du,"Crédit Du - Route de Marrakech Mhaita, Taroudant","Route de Marrakech Mhaita, Taroudant",Very bad customer Service!,1,2019-11-28T08:40:38.301080Z,negative,Service client négatif
Crédit Du,"Crédit Du - Route de Marrakech Mhaita, Taroudant","Route de Marrakech Mhaita, Taroudant",good,5,2017-07-06T09:59:07.349Z,positive,Avis positifs et satisfaction client
Bmci,"Bmci - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant",ATM max 2000MAD and not much support,3,2018-03-26T11:52:21.959Z,negative,Opérations bancaires et accès aux services
Bmci,"Bmci - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","He claims to close at 3:45 p.m. 3:30 p.m. the curtains are down, how do you want us to move forward?",1,2024-07-02T14:41:29.951552Z,neutral,Service client négatif
Bmci,"Bmci - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant",Bank in the City Center in a Surprising Location at Night,4,2016-08-19T18:44:30.728Z,positive,Temps d'attente et expérience générale
Bmci,"Bmci - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant",💖💖,5,2022-07-14T10:20:11.809757Z,neutral,Service client négatif
Bmci,"Bmci - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant",bad,1,2024-12-22T19:20:04.997453Z,negative,Service client négatif
Bmci,"Bmci - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",I've been trying to contact the agency by phone for 4 months ☎️ no one answers.... 4 months is serious for a banking establishment.... Well done BMCI,1,2024-03-18T12:41:57.764818Z,negative,Opérations bancaires et accès aux services
Bmci,"Bmci - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",Good Place to Place a Bank,4,2016-08-30T23:28:16.398Z,positive,Avis positifs et satisfaction client
Bmci,"Bmci - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",Lousy service!!,1,2018-07-11T10:10:02.217Z,negative,Service client négatif
Bmci,"Bmci - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",Null,1,2021-01-29T14:22:58.222323Z,neutral,Ouverture de compte en agence
Bmci,"Bmci - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",good,5,2020-04-19T13:15:53.038018Z,positive,Avis positifs et satisfaction client
Western Union,"Western Union - N, Bab Zourgane, 15 Av. Mansour Dahbi, Taroudant","N, Bab Zourgane, 15 Av. Mansour Dahbi, Taroudant",good,5,2025-02-25T11:14:26.644486Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",service incomplet😡,1,2022-06-06T16:09:34.197207Z,neutral,Service client négatif
Société Générale,"Société Générale - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",Normally it is a good bank but today it is not up to par at all. ATM since this morning before Eid until at least 12:30 p.m. therefore obligation to use another ATM therefore large queue and of course they will not hesitate to charge fees for using an ATM other than the general company,4,2023-06-28T13:32:49.533095Z,positive,Ouverture de compte en agence
Société Générale,"Société Générale - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",Very pleasant service. 4 stars because its ATM charges 35Dh for international cards,4,2021-04-06T14:09:01.300856Z,positive,Service client négatif
Société Générale,"Société Générale - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",very good service,5,2017-09-04T14:44:09.423Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",Wonderful!,5,2017-06-09T16:20:18.823Z,positive,Temps d'attente et expérience générale
Crédit Agricole,"Crédit Agricole - F497+R28, Bd Mohammed V, Taroudant","F497+R28, Bd Mohammed V, Taroudant","Very welcoming team and excellent service.
Thanks to the entire pyramid structure.",5,2020-03-20T09:43:30.703541Z,positive,Problèmes de communication (appels non répondus)
Crédit Agricole,"Crédit Agricole - F497+R28, Bd Mohammed V, Taroudant","F497+R28, Bd Mohammed V, Taroudant",difficult to park here,3,2016-08-20T21:10:19.753Z,negative,Service client négatif
Crédit Agricole,"Crédit Agricole - F497+R28, Bd Mohammed V, Taroudant","F497+R28, Bd Mohammed V, Taroudant",good,5,2023-06-04T16:25:54.400276Z,positive,Avis positifs et satisfaction client
Crédit Agricole,"Crédit Agricole - F497+R28, Bd Mohammed V, Taroudant","F497+R28, Bd Mohammed V, Taroudant",good,5,2022-12-13T11:23:06.557213Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - Place Assarag, Taroudant","Place Assarag, Taroudant",Banque Place Assarag,4,2016-08-19T19:28:55.860Z,neutral,Service client négatif
Société Générale,"Société Générale - Place Assarag, Taroudant","Place Assarag, Taroudant",Top 🎩,5,2024-05-02T09:40:07.419605Z,positive,Service client négatif
Société Générale,"Société Générale - Place Assarag, Taroudant","Place Assarag, Taroudant",Nice place,5,2022-07-14T10:18:33.763626Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - Place Assarag, Taroudant","Place Assarag, Taroudant",neutral,3,2015-12-19T21:59:52.148Z,neutral,Temps d'attente et expérience générale
Bank Of,"Bank Of - F4HP+3QQ, N10, Taroudant","F4HP+3QQ, N10, Taroudant","Bad service, don't even answer phone calls, they don't care about the customer. I regret opening my account with this agency.",1,2021-09-14T15:41:06.406615Z,negative,Service client négatif
Bank Of,"Bank Of - F4HP+3QQ, N10, Taroudant","F4HP+3QQ, N10, Taroudant","Disservice. They never answer the phone, I've been calling for days, and still no answer. Their customer service needs to be improved. I'm in a hurry, I need an answer!!!!!!!!",1,2022-11-04T13:40:53.058215Z,positive,Problèmes de communication (appels non répondus)
Bank Of,"Bank Of - F4HP+3QQ, N10, Taroudant","F4HP+3QQ, N10, Taroudant",The staff is very friendly. They also have a better rate for exchanging money,4,2017-02-12T06:37:26.115Z,positive,Ouverture de compte en agence
Bank Of,"Bank Of - F4HP+3QQ, N10, Taroudant","F4HP+3QQ, N10, Taroudant",A bunch of thieves even capable of transferring money on time!!!!???,1,2018-11-07T15:08:26.777311922Z,negative,Service client négatif
Bank Of,"Bank Of - F4HP+3QQ, N10, Taroudant","F4HP+3QQ, N10, Taroudant",cantasal with them had makayjaobch ...,1,2017-03-22T10:39:42.945Z,neutral,Problèmes de communication (appels non répondus)
Société Générale,"Société Générale - ANGLE AVENUE HASSAN II AVENUE DES FAR, Sidi Bennour","ANGLE AVENUE HASSAN II AVENUE DES FAR, Sidi Bennour","poor service, the administration is invited to recruit good profiles to satisfy its customers",1,2022-07-15T21:08:49.577320Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - ANGLE AVENUE HASSAN II AVENUE DES FAR, Sidi Bennour","ANGLE AVENUE HASSAN II AVENUE DES FAR, Sidi Bennour",Disservice,1,2022-06-30T12:06:05.296217Z,neutral,Ouverture de compte en agence
Société Générale,"Société Générale - ANGLE AVENUE HASSAN II AVENUE DES FAR, Sidi Bennour","ANGLE AVENUE HASSAN II AVENUE DES FAR, Sidi Bennour",neutral,3,2023-01-23T11:00:02.654003Z,neutral,Temps d'attente et expérience générale
Badr Rafiki,"Badr Rafiki - Avenue des FAR, Sidi Bennour","Avenue des FAR, Sidi Bennour","One of the worst banks here in Sidi Bennour. If there was less than a star, this agency would deserve it.",1,2020-02-24T19:15:21.221197Z,negative,Service client négatif
Badr Rafiki,"Badr Rafiki - Avenue des FAR, Sidi Bennour","Avenue des FAR, Sidi Bennour",Bad service I do not recommend this bank.,1,2020-02-24T19:21:14.258404Z,negative,Service client négatif
Badr Rafiki,"Badr Rafiki - Avenue des FAR, Sidi Bennour","Avenue des FAR, Sidi Bennour",There is no answer or supervisor,1,2020-10-20T13:57:29.834857Z,negative,Avis positifs et satisfaction client
Badr Rafiki,"Badr Rafiki - Avenue des FAR, Sidi Bennour","Avenue des FAR, Sidi Bennour",bad,1,2020-07-29T09:49:38.054780Z,negative,Service client négatif
Badr Rafiki,"Badr Rafiki - Avenue des FAR, Sidi Bennour","Avenue des FAR, Sidi Bennour",good,5,2020-07-21T14:59:29.920477Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - MH2G+792, Sidi Bennour","MH2G+792, Sidi Bennour",BS,4,2017-02-19T15:04:12.531Z,neutral,Opérations bancaires et accès aux services
Banque Populaire,"Banque Populaire - MH2G+792, Sidi Bennour","MH2G+792, Sidi Bennour","Good morning

Please give us your phone number!

THANKS",5,2023-08-03T14:43:07.001422Z,positive,Problèmes de communication (appels non répondus)
Banque Populaire,"Banque Populaire - MH2G+792, Sidi Bennour","MH2G+792, Sidi Bennour",Very poor service!,1,2020-09-22T09:34:16.923114Z,negative,Service client négatif
Banque Populaire,"Banque Populaire - MH2G+792, Sidi Bennour","MH2G+792, Sidi Bennour",Excellent service,5,2018-03-27T13:43:32.553Z,positive,Service client négatif
Banque Populaire,"Banque Populaire - MH2G+792, Sidi Bennour","MH2G+792, Sidi Bennour",nothing,1,2019-04-08T09:50:25.911019Z,neutral,Service client négatif
Banquesgmb,"Banquesgmb - MH2G+634, Sidi Bennour","MH2G+634, Sidi Bennour",available and courteous staff.,5,2018-03-08T09:06:20.095Z,positive,Problèmes de communication (appels non répondus)
Banquesgmb,"Banquesgmb - MH2G+634, Sidi Bennour","MH2G+634, Sidi Bennour",neutral,3,2016-11-06T00:46:38.383Z,neutral,Temps d'attente et expérience générale
Crédit Agricole,"Crédit Agricole - JHWH+X7X, Sidi Bennour","JHWH+X7X, Sidi Bennour",😍,5,2022-01-03T13:45:04.560665Z,neutral,Service client négatif
Crédit Agricole,"Crédit Agricole - JHWH+X7X, Sidi Bennour","JHWH+X7X, Sidi Bennour",abderrahman khalid,5,2016-05-17T22:55:22.745Z,neutral,Problèmes de communication (appels non répondus)
Crédit Agricole,"Crédit Agricole - JHWH+X7X, Sidi Bennour","JHWH+X7X, Sidi Bennour",good,5,2015-07-24T12:01:06.060Z,positive,Avis positifs et satisfaction client
Bmci Bank,"Bmci Bank - DES F.A.R, Rue de Sidi Bennour, Casablanca","DES F.A.R, Rue de Sidi Bennour, Casablanca","The manager of this agency is incompetent and has nothing to do with the etiquette of communication and good dealing with clients. He deals with a strange coldness, frowns, and is lazy in following up on pending files. He does not even qualify to be an employee. It is as if he was placed in this position against his will as a substandard manager. Please put the right person in the right place.
Unlike the users in this agency, I extend my sincere thanks to you for their dedication to work.",1,2022-12-09T20:51:08.405463Z,positive,Avis positifs et satisfaction client
Bmci Bank,"Bmci Bank - DES F.A.R, Rue de Sidi Bennour, Casablanca","DES F.A.R, Rue de Sidi Bennour, Casablanca",It is an agency of BMCI Bank,4,2020-10-31T11:54:50.809383Z,neutral,Problèmes de communication (appels non répondus)
Bmci Bank,"Bmci Bank - DES F.A.R, Rue de Sidi Bennour, Casablanca","DES F.A.R, Rue de Sidi Bennour, Casablanca",Incredible services,4,2024-02-21T20:24:39.996855Z,neutral,Opérations bancaires et accès aux services
Bank Assafa,"Bank Assafa - VFW2+PPW, Meknès","VFW2+PPW, Meknès",Bad service not recommended,1,2021-05-03T10:23:09.741571Z,negative,Service client négatif
Bank Assafa,"Bank Assafa - VFW2+PPW, Meknès","VFW2+PPW, Meknès",Disservice,2,2022-01-18T16:41:39.111025Z,neutral,Ouverture de compte en agence
Bank Assafa,"Bank Assafa - VFW2+PPW, Meknès","VFW2+PPW, Meknès",Under test,3,2017-11-03T19:33:02.865Z,neutral,Opérations bancaires et accès aux services
Bank Assafa,"Bank Assafa - VFW2+PPW, Meknès","VFW2+PPW, Meknès",zero service,1,2020-11-04T08:47:24.524844Z,neutral,Service client négatif
Bank Assafa,"Bank Assafa - VFW2+PPW, Meknès","VFW2+PPW, Meknès",good,5,2021-01-29T20:35:16.243610Z,positive,Avis positifs et satisfaction client
Banque Populaire,"Banque Populaire - 521 Quartier El Mansour, Meknes","521 Quartier El Mansour, Meknes","I have never seen such slow service. just to get my ATM card I have to wait more than half an hour. 0 quality of service, 0 communication. I decide to change agency",1,2022-10-31T15:47:33.959462Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 521 Quartier El Mansour, Meknes","521 Quartier El Mansour, Meknes",Service too too too slow as usual while the BCP Group is talking about quality policy ?????,1,2024-01-02T14:27:14.821853Z,neutral,Service client négatif
Banque Populaire,"Banque Populaire - 521 Quartier El Mansour, Meknes","521 Quartier El Mansour, Meknes","Very good service, bank located in a good location",4,2021-02-16T22:41:10.502709Z,positive,Avis positifs et satisfaction client
Attijariwafa Bank,"Attijariwafa Bank - VCJ2+QRV, R718, Meknès","VCJ2+QRV, R718, Meknès","One of the worst bank agencies I have dealt with is degrading and unethical to say the least, even half a star you don't deserve.",1,2025-02-07T17:03:23.046577Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - VCJ2+QRV, R718, Meknès","VCJ2+QRV, R718, Meknès","This agency in particular, may God protect them from disgrace, mistreatment, lack of politeness, and provocation of customers in every sense of the word.
We walked in at two o'clock in the afternoon and he closed the door on us. He told us to ask us and there was half an hour left until closing. Is this reasonable?",1,2024-04-05T23:01:31.505252Z,negative,Problèmes de communication (appels non répondus)
Attijariwafa Bank,"Attijariwafa Bank - VCJ2+QRV, R718, Meknès","VCJ2+QRV, R718, Meknès",The biggest scam is that this bank defrauded me of 1500 dirhams in order to give me the account. May God grant you the truth,1,2021-10-21T14:15:19.987283Z,positive,Temps d'attente et expérience générale
Attijariwafa Bank,"Attijariwafa Bank - VCJ2+QRV, R718, Meknès","VCJ2+QRV, R718, Meknès",Zero service,1,2024-09-07T08:24:49.358609Z,neutral,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - VCJ2+QRV, R718, Meknès","VCJ2+QRV, R718, Meknès","No service, no money",1,2024-04-03T03:51:08.371576Z,negative,Service client négatif
Credit Agricole,"Credit Agricole - VC6C+GXC، Avenue Mohammed VI, Meknès","VC6C+GXC، Avenue Mohammed VI, Meknès","CAM bank services were a big disappointment. The staff lacks training and empathy towards customers. Bank charges are excessive and difficult to avoid. Additionally, machines like money counters and scanners no longer work, causing even more frustration. Overall, the overall experience with this bank is very negative and I can only recommend it against it.",1,2024-05-20T17:45:37.259301Z,negative,Opérations bancaires et accès aux services
Credit Agricole,"Credit Agricole - VC6C+GXC، Avenue Mohammed VI, Meknès","VC6C+GXC، Avenue Mohammed VI, Meknès",Service client no.ghadi tandem Ila fta7ti 3ndhom,1,2024-08-06T14:21:29.253488Z,neutral,Service client négatif
Credit Agricole,"Credit Agricole - VC6C+GXC، Avenue Mohammed VI, Meknès","VC6C+GXC، Avenue Mohammed VI, Meknès",THE LASTEST AGENCY IN THE WORLD! They are incompetent and serious thieves.,1,2022-07-26T09:23:39.036170Z,negative,Opérations bancaires et accès aux services
Credit Agricole,"Credit Agricole - VC6C+GXC، Avenue Mohammed VI, Meknès","VC6C+GXC، Avenue Mohammed VI, Meknès",Get more security on this page3,1,2021-11-12T13:32:07.946216Z,positive,Ouverture de compte en agence
Credit Agricole,"Credit Agricole - VC6C+GXC، Avenue Mohammed VI, Meknès","VC6C+GXC، Avenue Mohammed VI, Meknès",Bad agency with a lousy team,1,2022-06-23T12:24:34.475232Z,negative,Service client négatif
Société Générale,"Société Générale - Lotissement Marjane II, 119 Route d'agourai, Meknès","Lotissement Marjane II, 119 Route d'agourai, Meknès",Not accessible for people in wheelchairs,3,2019-03-08T15:22:49.661853Z,neutral,Problèmes de communication (appels non répondus)
Société Générale,"Société Générale - Lotissement Marjane II, 119 Route d'agourai, Meknès","Lotissement Marjane II, 119 Route d'agourai, Meknès",good,5,2020-04-22T12:57:28.630980Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - Bd Fath allah, N° 21 Immeuble Zitoune, Meknès","Bd Fath allah, N° 21 Immeuble Zitoune, Meknès",Helpful especially Mr Belhamzi,5,2019-10-29T19:40:34.873738Z,positive,Ouverture de compte en agence
Société Générale,"Société Générale - Bd Fath allah, N° 21 Immeuble Zitoune, Meknès","Bd Fath allah, N° 21 Immeuble Zitoune, Meknès",neutral,3,2023-08-01T21:29:04.798878Z,neutral,Temps d'attente et expérience générale
Société Générale,"Société Générale - Bd Fath allah, N° 21 Immeuble Zitoune, Meknès","Bd Fath allah, N° 21 Immeuble Zitoune, Meknès",good,5,2020-04-08T15:06:37.369981Z,positive,Avis positifs et satisfaction client
Société Générale,"Société Générale - Bd Fath allah, N° 21 Immeuble Zitoune, Meknès","Bd Fath allah, N° 21 Immeuble Zitoune, Meknès",bad,1,2018-08-20T09:00:34.094423Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - WG77+545, Meknes","WG77+545, Meknes","I would like to express my strong dissatisfaction with the service I received recently from Commercial Bank. I have always been a loyal customer and expect professionalism and attention in my dealings with you, however unfortunately I have encountered several problems that have negatively impacted my experience.

Despite the trust I placed in the bank, I experienced unjustified delays in processing some transactions, as well as unclear answers to my inquiries from the service staff. This experience was disappointing and did not meet my expectations from a reputable financial institution.",1,2024-11-20T12:12:40.612866Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - WG77+545, Meknes","WG77+545, Meknes","After having introduced 500 euros for a change in Dirhams, the distributor prints me a ticket which announces that it has given me 5210 Dh even though the amount distributed is 500 Dh. The negotiation with the staff was chaotic, with everyone giving me a different version of how to resolve the problem. To date, 3 weeks after the operation, the bank has not yet returned the amount of money owed to me. I am forced to create a bank account with this bank even though staff had asked me to leave my wife's RIB (BMCE) for payment of the money.",1,2024-08-17T16:32:59.179202Z,negative,Opérations bancaires et accès aux services
Attijariwafa Bank,"Attijariwafa Bank - WG77+545, Meknes","WG77+545, Meknes",bad service 👎🏽,1,2025-01-08T14:52:36.033929Z,negative,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - WG77+545, Meknes","WG77+545, Meknes",A good welcome,4,2022-06-26T17:51:20.832535Z,positive,Avis positifs et satisfaction client
Attijariwafa Bank,"Attijariwafa Bank - WG77+545, Meknes","WG77+545, Meknes",Good service,4,2023-04-11T12:20:32.343960Z,positive,Avis positifs et satisfaction client
Attijariwafa Bank,"Attijariwafa Bank - VC39+QC5 Marjane Rte Agouray Ait oula, P1, Meknès","VC39+QC5 Marjane Rte Agouray Ait oula, P1, Meknès",Poor service. Simple transaction needs manager approval who's not in the branch.,2,2024-06-07T03:46:11.130681Z,neutral,Service client négatif
Attijariwafa Bank,"Attijariwafa Bank - VC39+QC5 Marjane Rte Agouray Ait oula, P1, Meknès","VC39+QC5 Marjane Rte Agouray Ait oula, P1, Meknès","It’s a Moroccan bench
It's frankly shameful",1,2024-09-23T08:09:21.052973Z,negative,Service client négatif
