bank_name,branch_name,location,review,rating,date,sentiment_label
Bank of,"Bank of Africa - 48 BD ALLAL EL FASSI, Oujda","48 BD ALLAL EL FASSI, Oujda",Very poor service and a disrespectful welcome towards customers.,1,2022-03-22T12:29:43.052624Z,negative
Bank of,"Bank of Africa - 48 BD ALLAL EL FASSI, Oujda","48 BD ALLAL EL FASSI, Oujda",Good service. good luck,4,2018-04-11T22:38:17.816Z,positive
Bank of,"Bank of Africa - 48 BD ALLAL EL FASSI, Oujda","48 BD ALLAL EL FASSI, Oujda",Primitive service,1,2019-04-09T20:07:59.188494Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - hay khaloufi, n 29 Oued nachef, Rue 1, Oujda","hay khaloufi, n 29 Oued nachef, Rue 1, Oujda",bad,1,2024-07-11T19:47:34.258045Z,negative
Banque Populaire,"Banque Populaire - M36H+8RH, Oujda","M36H+8RH, Oujda",Good Service,5,2023-08-15T10:58:14.077692Z,positive
Banque Populaire,"Banque Populaire - M36H+8RH, Oujda","M36H+8RH, Oujda",good,5,2022-06-26T12:48:39.054956Z,positive
Attijariwafa Bank,"Attijariwafa Bank - M3JH+89F, Boulevard Zerktouni, Oujda","M3JH+89F, Boulevard Zerktouni, Oujda","If you don't rate it yet, avoid it. No answer on the phone. They hang up on us! This is unacceptable",1,2024-09-23T11:10:06.422826Z,negative
Attijariwafa Bank,"Attijariwafa Bank - M3JH+89F, Boulevard Zerktouni, Oujda","M3JH+89F, Boulevard Zerktouni, Oujda","No matter how much you call them, they never answer, unheard of for a bank, this is even unacceptable.!!!!!",1,2024-06-07T13:29:27.968915Z,negative
Attijariwafa Bank,"Attijariwafa Bank - M3JH+89F, Boulevard Zerktouni, Oujda","M3JH+89F, Boulevard Zerktouni, Oujda",Hello and never answer the phone I have a problem with the application I call 20 times a day no one and answer the phone,1,2023-12-04T14:25:53.649815Z,negative
Attijariwafa Bank,"Attijariwafa Bank - M3JH+89F, Boulevard Zerktouni, Oujda","M3JH+89F, Boulevard Zerktouni, Oujda","Excellent, great work, the main center for money, frankly",4,2018-07-08T13:20:07.851Z,positive
Attijariwafa Bank,"Attijariwafa Bank - M3JH+89F, Boulevard Zerktouni, Oujda","M3JH+89F, Boulevard Zerktouni, Oujda",You never answer the phone,1,2023-05-29T13:49:51.641522Z,neutral
Bank of,"Bank of Africa - M452+RJ3, Oujda","M452+RJ3, Oujda",The worst agency 👎👎👎 I do not recommend opening an account with them you will regret it,1,2024-12-06T10:52:59.297494Z,negative
Bank of,"Bank of Africa - M452+RJ3, Oujda","M452+RJ3, Oujda","Delay...
Late at the door, late inside",3,2022-03-21T11:27:20.829794Z,neutral
Bank of,"Bank of Africa - M452+RJ3, Oujda","M452+RJ3, Oujda",It's a bank,3,2017-11-16T13:31:40.608Z,neutral
Bank of,"Bank of Africa - M452+RJ3, Oujda","M452+RJ3, Oujda",bad,1,2024-09-26T17:37:53.972862Z,negative
Bank of,"Bank of Africa - M452+RJ3, Oujda","M452+RJ3, Oujda",good,5,2024-08-17T09:03:57.491621Z,positive
Société Générale,"Société Générale Bank - ANGLE BOULEVARD MOULAY EL HASSAN ET, Rue Ibn Abdelmalek, Oujda","ANGLE BOULEVARD MOULAY EL HASSAN ET, Rue Ibn Abdelmalek, Oujda",good service,3,2019-09-07T12:21:27.288755Z,positive
Société Générale,"Société Générale Bank - ANGLE BOULEVARD MOULAY EL HASSAN ET, Rue Ibn Abdelmalek, Oujda","ANGLE BOULEVARD MOULAY EL HASSAN ET, Rue Ibn Abdelmalek, Oujda",Greetings.,4,2020-04-08T18:03:36.895299Z,positive
Société Générale,"Société Générale Bank - ANGLE BOULEVARD MOULAY EL HASSAN ET, Rue Ibn Abdelmalek, Oujda","ANGLE BOULEVARD MOULAY EL HASSAN ET, Rue Ibn Abdelmalek, Oujda",bad,1,2023-10-10T13:18:12.139114Z,negative
Société Générale,"Société Générale Bank - ANGLE BOULEVARD MOULAY EL HASSAN ET, Rue Ibn Abdelmalek, Oujda","ANGLE BOULEVARD MOULAY EL HASSAN ET, Rue Ibn Abdelmalek, Oujda",good,5,2020-12-11T13:40:14.686652Z,positive
Attijariwafa Bank,"Attijariwafa Bank - M4R6+MJG, Oujda","M4R6+MJG, Oujda",Attijariwafa bank,3,2017-10-27T08:12:47.410Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - M4R6+MJG, Oujda","M4R6+MJG, Oujda","It's a worthy bank, the service is very welcoming and helpful.",5,2024-05-12T07:04:28.088237Z,positive
Attijariwafa Bank,"Attijariwafa Bank - M4R6+MJG, Oujda","M4R6+MJG, Oujda",I didn't understand why they asked us for our national ID every time,1,2022-07-23T08:39:07.201180Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - M4R6+MJG, Oujda","M4R6+MJG, Oujda",Pleasant and responsive staff,4,2024-04-23T10:42:52.203928Z,positive
Attijariwafa Bank,"Attijariwafa Bank - M4R6+MJG, Oujda","M4R6+MJG, Oujda",GOOD,1,2022-08-06T07:36:32.574076Z,positive
Attijariwafa Bank,"Attijariwafa Bank - P444+43R rajaa fi laah, Rte D'Algerie, Oujda","P444+43R rajaa fi laah, Rte D'Algerie, Oujda",mauvise service,1,2023-10-03T11:09:17.617838Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - P444+43R rajaa fi laah, Rte D'Algerie, Oujda","P444+43R rajaa fi laah, Rte D'Algerie, Oujda",bad service they don't give time for customers,1,2023-04-17T12:18:25.000282Z,negative
Attijariwafa Bank,"Attijariwafa Bank - P444+43R rajaa fi laah, Rte D'Algerie, Oujda","P444+43R rajaa fi laah, Rte D'Algerie, Oujda",is not recommended at all,1,2023-04-17T12:21:21.560080Z,negative
Attijariwafa Bank,"Attijariwafa Bank - P444+43R rajaa fi laah, Rte D'Algerie, Oujda","P444+43R rajaa fi laah, Rte D'Algerie, Oujda",No services,1,2024-04-26T11:35:49.587473Z,negative
Attijariwafa Bank,"Attijariwafa Bank - P444+43R rajaa fi laah, Rte D'Algerie, Oujda","P444+43R rajaa fi laah, Rte D'Algerie, Oujda",no communication,1,2023-11-10T14:09:03.077330Z,negative
Crédit Agricole,"Crédit Agricole - M4F5+J36, Oujda","M4F5+J36, Oujda",I arrived at 3h58 and he said the guard was closed and they did not respect the time,1,2023-11-10T15:25:30.187018Z,negative
Crédit Agricole,"Crédit Agricole - M4F5+J36, Oujda","M4F5+J36, Oujda",The best bank in the Lazari neighborhood,5,2023-12-27T08:40:46.273893Z,positive
Crédit Agricole,"Crédit Agricole - M4F5+J36, Oujda","M4F5+J36, Oujda",It's good,5,2023-04-15T09:38:49.065398Z,positive
Crédit Agricole,"Crédit Agricole - M4F5+J36, Oujda","M4F5+J36, Oujda",Slow service,1,2020-09-03T23:50:55.670537Z,neutral
Crédit Agricole,"Crédit Agricole - M4F5+J36, Oujda","M4F5+J36, Oujda",good,5,2018-05-26T01:47:10.873Z,positive
Crédit Agricole,"Crédit Agricole - M3HX+R9H, Oujda","M3HX+R9H, Oujda",Single reception,3,2023-06-07T07:25:15.602097Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - M3XQ+JMR, Oujda","M3XQ+JMR, Oujda",mrad wllah tfou 3la support,1,2024-10-18T10:15:57.171516Z,positive
Attijariwafa Bank,"Attijariwafa Bank - M3XQ+JMR, Oujda","M3XQ+JMR, Oujda",Good but I don't like the noise,3,2018-07-08T13:19:29.668Z,negative
Attijariwafa Bank,"Attijariwafa Bank - M3XQ+JMR, Oujda","M3XQ+JMR, Oujda",bad,1,2018-03-15T15:39:32.832Z,negative
Chaabi Cash,"Chaabi Cash - Boulevard Oum Rabia, Oujda","Boulevard Oum Rabia, Oujda",كدوب مسدود,1,2018-04-08T11:20:49.299Z,neutral
Chaabi Cash,"Chaabi Cash - Boulevard Oum Rabia, Oujda","Boulevard Oum Rabia, Oujda",GOOD,4,2024-01-26T21:47:42.774547Z,positive
Chaabi Cash,"Chaabi Cash - Boulevard Oum Rabia, Oujda","Boulevard Oum Rabia, Oujda",GOOD,3,2019-01-13T21:52:35.363972Z,positive
Chaabi Cash,"Chaabi Cash - Boulevard Oum Rabia, Oujda","Boulevard Oum Rabia, Oujda",good,4,2023-12-21T07:42:19.788454Z,positive
BMCI,"BMCI - Immeuble Kada, 1 P1, Oujda","Immeuble Kada, 1 P1, Oujda",Good service,5,2019-04-28T10:32:09.169962Z,positive
BMCI,"BMCI - Immeuble Kada, 1 P1, Oujda","Immeuble Kada, 1 P1, Oujda",Service exeptionel,4,2023-12-10T23:12:22.772219Z,neutral
BMCI,"BMCI - Immeuble Kada, 1 P1, Oujda","Immeuble Kada, 1 P1, Oujda","PRO account opening, Computer bug preventing opening for 25 days, without real follow-up or news, I went to see the competition, RIB obtained in 30 minutes",1,2019-05-15T11:04:49.856033Z,neutral
BMCI,"BMCI - Immeuble Kada, 1 P1, Oujda","Immeuble Kada, 1 P1, Oujda",BMCI Agency,3,2017-04-24T15:07:16.087Z,neutral
BMCI,"BMCI - Immeuble Kada, 1 P1, Oujda","Immeuble Kada, 1 P1, Oujda",bad,1,2023-06-21T11:31:08.712104Z,negative
Attijari Wafa,"Attijari Wafa Bank (Agence Lahbous) - M4F4+6V5, Oujda","M4F4+6V5, Oujda","Thank you to the 2 people from the Oujda Lahbous agency for their attentive advice and information for a problem with another agency in Salé because we were passing through Oujda, it's nice to have good customer service so I'm going to domicile my account in oujda and close that of salé (hay salam). THANKS",5,2024-08-13T18:22:01.922843Z,positive
Attijari Wafa,"Attijari Wafa Bank (Agence Lahbous) - M4F4+6V5, Oujda","M4F4+6V5, Oujda",Bravo atijari bank Wafa bank,5,2024-06-21T11:12:32.085981Z,neutral
Attijari Wafa,"Attijari Wafa Bank (Agence Lahbous) - M4F4+6V5, Oujda","M4F4+6V5, Oujda",Good,5,2024-06-23T22:31:14.042122Z,positive
Crédit Agricole,"Crédit Agricole - M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda","M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda","Incompetent staff, very poor reception, I close my account immediately.",1,2020-09-28T12:51:30.891879Z,negative
Crédit Agricole,"Crédit Agricole - M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda","M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda","Very friendly staff, very competent and very welcoming",5,2023-11-02T15:18:22.960248Z,positive
Crédit Agricole,"Crédit Agricole - M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda","M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda",Very bad relationships. Incompetent staff and poor welcome!,2,2017-10-06T18:36:06.162Z,negative
Crédit Agricole,"Crédit Agricole - M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda","M3MM+W2M, Boulevard Mohammed Derfoufi, Oujda",Excellent bank,5,2023-11-02T15:16:12.030631Z,positive
Banque Populaire,"Banque Populaire - Agence Mhaita - F4FM+H48, N10, Taroudant","F4FM+H48, N10, Taroudant",Thank you so much for your excellent service.,5,2019-05-22T14:33:03.954962Z,positive
Banque Populaire,"Banque Populaire - Agence Mhaita - F4FM+H48, N10, Taroudant","F4FM+H48, N10, Taroudant",ATM accepts majority of cards,5,2020-04-10T21:33:33.754119Z,positive
Banque Populaire,"Banque Populaire - Agence Mhaita - F4FM+H48, N10, Taroudant","F4FM+H48, N10, Taroudant","The location is good, it's easy to find parking in front of the bank. Employees treat customers well. outside 2 ATMs are available.",4,2017-09-12T03:46:41.920Z,positive
Banque Populaire,"Banque Populaire - Agence Mhaita - F4FM+H48, N10, Taroudant","F4FM+H48, N10, Taroudant","There are few ATMs around the taroudan area, this office has 2 and usually both work.
The change is a bit expensive",4,2021-01-24T06:39:30.463668Z,neutral
Banque Populaire,"Banque Populaire - Agence Mhaita - F4FM+H48, N10, Taroudant","F4FM+H48, N10, Taroudant","Very warm welcome, the security guard very helpful and smiling, and a 👍🏻 for Nadia, professional and friendly. I recommend this agency.",5,2022-09-30T14:37:58.223595Z,positive
Crédit Agricole,"Crédit Agricole - Agence Taroudant - F4FM+Q95, N10, Taroudant","F4FM+Q95, N10, Taroudant","Terrible service, bank officer went on a vacation and I have to wait until she's back to get our cooperative bank account created. That's just unacceptable, the person replacing her couldn't get the job done as he's too lazy to look for my dossier! Therefore, he told me to wait.",1,2023-01-23T14:22:08.690610Z,negative
Crédit Agricole,"Crédit Agricole - Agence Taroudant - F4FM+Q95, N10, Taroudant","F4FM+Q95, N10, Taroudant","No one answers the phone, I tried to call them several days and there was no answer.
It's a shame",1,2019-09-27T09:57:12.820910Z,negative
Crédit Agricole,"Crédit Agricole - Agence Taroudant - F4FM+Q95, N10, Taroudant","F4FM+Q95, N10, Taroudant",3* For Crédit Agricole,3,2016-08-30T21:28:53.313Z,neutral
Crédit Agricole,"Crédit Agricole - Agence Taroudant - F4FM+Q95, N10, Taroudant","F4FM+Q95, N10, Taroudant",Disservice,1,2020-08-29T14:50:14.499324Z,neutral
Crédit Agricole,"Crédit Agricole - Agence Taroudant - F4FM+Q95, N10, Taroudant","F4FM+Q95, N10, Taroudant",bad,1,2022-10-16T14:14:15.814183Z,negative
CIH BANK,"CIH BANK - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Giving this place two stars because I don't want to be unfair.
Everything is good except one thing
The most important one !
The first man we contact , the one who delivers numbers to customers.
Sorry man but you need to learn some customer service basics before you apply for jobs .
Learn to smile , and be kind to those you don't know as well, this is not a place for your superiority complex .
Be professional and treat people equally because that's your only job .
Very simple but you are making it complicated unfortunately.
The problem with people these days is they look for a job to just get paid , that's not how it works
You give a service and you get paid for it .
Then it's a win win .
You don't do what you like and treat people according to your mood.",2,2024-07-02T11:09:06.762416Z,positive
CIH BANK,"CIH BANK - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","My experience with them was pretty smooth, I didn't face any problems, and the staff were great",5,2024-07-08T12:56:33.805922Z,positive
CIH BANK,"CIH BANK - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant",Very poor customer service with a lack of appointment organization . •ـ•,1,2024-10-24T10:28:03.648248Z,negative
CIH BANK,"CIH BANK - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","I am now near your administration to create a new account, and the person how execute this task is not available until 11 am. What explains this situation",1,2021-01-13T09:36:55.294616Z,positive
CIH BANK,"CIH BANK - Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant","Av. Mohammed V Bd Hassan Ii, Ait Azizou, N10, Taroudant",كتسناا برا بحال شي سعاي,1,2025-02-04T15:46:07.450387Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",Some foreogn cards may not be accepted by ATM,3,2020-04-10T21:28:40.635957Z,negative
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",Attijariwafa Bank....Bab Targhont,3,2016-09-17T18:30:26.911Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",bad,1,2024-08-15T21:05:47.579897Z,negative
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",bad,2,2021-10-14T10:42:16.442140Z,negative
Attijariwafa Bank,"Attijariwafa Bank - F486+592, Rocade Taroudant, Taroudant","F486+592, Rocade Taroudant, Taroudant",bad,1,2020-08-26T14:21:22.294252Z,negative
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant Expansion - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant",Verry good service,5,2019-10-30T15:05:51.152086Z,positive
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant Expansion - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant","The employees are extremely reckless. Some employees talk to their friends on the phone and leave customers waiting
Is this a bank or a private store!!
I am seriously thinking about opening an account in another bank",1,2024-07-15T16:22:36.702158Z,negative
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant Expansion - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant","The world's champion bad cashier is the one from this agency, everyone knows him with his rudeness.
This guy is an example of people who had social psychological problems in their childhood.
My message is addressed to the bank's work doctor, he must consult Darori",1,2021-12-14T13:47:02.601083Z,negative
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant Expansion - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant","Thieves. To flee.  After changing euros at the machine on the advice of the security guard, I ended up losing 160 dirhams. These crooks had forgotten to specify that there was an additional commission for the machine.",1,2019-07-31T23:02:00.001607Z,negative
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant Expansion - F4FM+RHM, Taroudant","F4FM+RHM, Taroudant","Salam
With several Apple phones you may have to pick up the phone one day.
# your customers thank you",1,2023-07-06T13:49:51.938966Z,positive
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",Temporary Location Pending Renovation of the Old Headquarters,4,2016-09-06T13:15:40.571Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",g,5,2023-06-10T22:19:33.451945Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",😘😘,5,2022-07-14T10:19:50.870489Z,neutral
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",bad,1,2024-08-15T21:10:49.719289Z,negative
Attijariwafa Bank,"Attijariwafa Bank - Agence Taroudant - F498+W5W, Av. 20 Août, Taroudant","F498+W5W, Av. 20 Août, Taroudant",good,5,2020-05-15T12:56:55.087117Z,positive
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant","The ATMs there are in number 2 ATMs in poor condition so that sometimes they cannot withdraw the money. There are a lot of customers waiting inside, a lot of waiting time. Bad staff in this branch, the other branch of the Banque Populaire located in the Mhaita district and much better.",1,2020-05-10T12:39:37.337352Z,negative
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant",It worked for me with some fees,2,2023-04-22T12:33:57.961783Z,neutral
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant",good,5,2022-06-09T18:39:11.853792Z,positive
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant",good,5,2021-09-20T06:22:29.887139Z,positive
Banque Populaire,"Banque Populaire - F498+VX4, Taroudant","F498+VX4, Taroudant",bad,1,2018-12-05T17:47:01.423381109Z,negative
Bank of,"Bank of Africa - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant",Convenient for withdrawal. Make sure you walk away quickly with your money because 200 men that earn less than $5 US a month just saw you withdraw more money than they would make in 3 years.,3,2017-03-26T23:14:43.597Z,positive
Bank of,"Bank of Africa - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant",A bank 🏦🏧,5,2022-11-29T14:46:34.188853Z,neutral
Bank of,"Bank of Africa - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant","ATM goes down while cashing. The WINDOWS XP startup screen appears and restarts. I was lucky that my credit card came out. Of course the money won't come out, but the credit card company will charge you. Such a bank terminal",1,2017-08-30T23:48:20.752Z,positive
Bank of,"Bank of Africa - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant","I regret the state of services lately. For example, I requested a loan for consumption from 12/15/2017 to 01/08/2018 and I did not receive it. And I am not the only one, after we used to benefit from it after 72 hours at most previously.",5,2018-01-09T23:59:34.728Z,neutral
Bank of,"Bank of Africa - Place Assarag, F499+M4V, Kissariat, Taroudant","Place Assarag, F499+M4V, Kissariat, Taroudant","Complete anarchy, lousy service, counter often out of service, late responses to complaints",1,2023-10-12T13:43:18.453448Z,negative
Crédit du,"Crédit du Maroc Bab Zorgane - F48G+4FG, Taroudant","F48G+4FG, Taroudant",Great establishment,5,2024-04-24T15:00:40.284481Z,positive
Guichet CIH,"Guichet CIH Bank / Fondation Arrawaj - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant",I love it 😍,5,2023-07-14T14:56:01.541524Z,positive
Guichet CIH,"Guichet CIH Bank / Fondation Arrawaj - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant",Great job,4,2022-06-23T20:17:54.980619Z,positive
Guichet CIH,"Guichet CIH Bank / Fondation Arrawaj - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant","Great cashier, no pressure",5,2023-09-09T22:29:17.215881Z,positive
Guichet CIH,"Guichet CIH Bank / Fondation Arrawaj - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant",The service is very poor,1,2021-09-18T07:53:04.342562Z,negative
Guichet CIH,"Guichet CIH Bank / Fondation Arrawaj - F49G+H9X, Bd Mokhtar Soussi, Taroudant","F49G+H9X, Bd Mokhtar Soussi, Taroudant",What's wrong with your family?,5,2021-10-22T14:47:12.886760Z,negative
Crédit du,"Crédit du Maroc - Agence Taroudant Mhaita - Route de Marrakech Mhaita, Taroudant","Route de Marrakech Mhaita, Taroudant",Very bad customer Service!,1,2019-11-28T08:40:38.301080Z,negative
Crédit du,"Crédit du Maroc - Agence Taroudant Mhaita - Route de Marrakech Mhaita, Taroudant","Route de Marrakech Mhaita, Taroudant",good,5,2017-07-06T09:59:07.349Z,positive
BMCI,"BMCI - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant",ATM max 2000MAD and not much support,3,2018-03-26T11:52:21.959Z,negative
BMCI,"BMCI - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","He claims to close at 3:45 p.m. 3:30 p.m. the curtains are down, how do you want us to move forward?",1,2024-07-02T14:41:29.951552Z,neutral
BMCI,"BMCI - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant",Bank in the City Center in a Surprising Location at Night,4,2016-08-19T18:44:30.728Z,positive
BMCI,"BMCI - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant",💖💖,5,2022-07-14T10:20:11.809757Z,neutral
BMCI,"BMCI - KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant","KISSARIAT HABOUS, Av. Bir Anzarane, Taroudant",bad,1,2024-12-22T19:20:04.997453Z,negative
BMCI,"BMCI - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",I've been trying to contact the agency by phone for 4 months ☎️ no one answers.... 4 months is serious for a banking establishment.... Well done BMCI,1,2024-03-18T12:41:57.764818Z,negative
BMCI,"BMCI - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",Good Place to Place a Bank,4,2016-08-30T23:28:16.398Z,positive
BMCI,"BMCI - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",Lousy service!!,1,2018-07-11T10:10:02.217Z,negative
BMCI,"BMCI - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",Null,1,2021-01-29T14:22:58.222323Z,neutral
BMCI,"BMCI - JNANE KHAI, Boulevard Hassan, Taroudant","JNANE KHAI, Boulevard Hassan, Taroudant",good,5,2020-04-19T13:15:53.038018Z,positive
Western Union,"Western Union - N, Bab Zourgane, 15 Av. Mansour Dahbi, Taroudant","N, Bab Zourgane, 15 Av. Mansour Dahbi, Taroudant",good,5,2025-02-25T11:14:26.644486Z,positive
Société Générale,"Société Générale - Agence Mhaita - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",service incomplet😡,1,2022-06-06T16:09:34.197207Z,neutral
Société Générale,"Société Générale - Agence Mhaita - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",Normally it is a good bank but today it is not up to par at all. ATM since this morning before Eid until at least 12:30 p.m. therefore obligation to use another ATM therefore large queue and of course they will not hesitate to charge fees for using an ATM other than the general company,4,2023-06-28T13:32:49.533095Z,positive
Société Générale,"Société Générale - Agence Mhaita - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",Very pleasant service. 4 stars because its ATM charges 35Dh for international cards,4,2021-04-06T14:09:01.300856Z,positive
Société Générale,"Société Générale - Agence Mhaita - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",very good service,5,2017-09-04T14:44:09.423Z,positive
Société Générale,"Société Générale - Agence Mhaita - F4GP+VHV, Rond-point Mhaita, Taroudant","F4GP+VHV, Rond-point Mhaita, Taroudant",Wonderful!,5,2017-06-09T16:20:18.823Z,positive
Crédit Agricole,"Crédit Agricole - Agence Bab Targhount - F497+R28, Bd Mohammed V, Taroudant","F497+R28, Bd Mohammed V, Taroudant","Very welcoming team and excellent service.
Thanks to the entire pyramid structure.",5,2020-03-20T09:43:30.703541Z,positive
Crédit Agricole,"Crédit Agricole - Agence Bab Targhount - F497+R28, Bd Mohammed V, Taroudant","F497+R28, Bd Mohammed V, Taroudant",difficult to park here,3,2016-08-20T21:10:19.753Z,negative
Crédit Agricole,"Crédit Agricole - Agence Bab Targhount - F497+R28, Bd Mohammed V, Taroudant","F497+R28, Bd Mohammed V, Taroudant",good,5,2023-06-04T16:25:54.400276Z,positive
Crédit Agricole,"Crédit Agricole - Agence Bab Targhount - F497+R28, Bd Mohammed V, Taroudant","F497+R28, Bd Mohammed V, Taroudant",good,5,2022-12-13T11:23:06.557213Z,positive
Société Générale,"Société Générale - Place Assarag, Taroudant","Place Assarag, Taroudant",Banque Place Assarag,4,2016-08-19T19:28:55.860Z,neutral
Société Générale,"Société Générale - Place Assarag, Taroudant","Place Assarag, Taroudant",Top 🎩,5,2024-05-02T09:40:07.419605Z,positive
Société Générale,"Société Générale - Place Assarag, Taroudant","Place Assarag, Taroudant",Nice place,5,2022-07-14T10:18:33.763626Z,positive
Société Générale,"Société Générale - Place Assarag, Taroudant","Place Assarag, Taroudant",neutral,3,2015-12-19T21:59:52.148Z,neutral
Bank of,"Bank of Africa - Agence Mhaita - F4HP+3QQ, N10, Taroudant","F4HP+3QQ, N10, Taroudant","Bad service, don't even answer phone calls, they don't care about the customer. I regret opening my account with this agency.",1,2021-09-14T15:41:06.406615Z,negative
Bank of,"Bank of Africa - Agence Mhaita - F4HP+3QQ, N10, Taroudant","F4HP+3QQ, N10, Taroudant","Disservice. They never answer the phone, I've been calling for days, and still no answer. Their customer service needs to be improved. I'm in a hurry, I need an answer!!!!!!!!",1,2022-11-04T13:40:53.058215Z,positive
